snapshot_date,team,conference,sp_overall,sp_offense,sp_defense,sp_st,elo,fpi
2026-09-12,San Diego State,Pac-12,3.1,25.8,23.3,0.6,,
2026-09-12,UTSA,American Athletic,2.9,31.9,29.2,0.1,,
2026-09-12,Syracuse,ACC,2.7,25.7,23.4,0.4,,
2026-09-12,North Dakota State,Mountain West,2.6,25.9,23.2,0.0,,
2026-09-12,UNLV,Mountain West,2.3,29.8,27.6,0.1,,
2026-09-12,Army,American Athletic,2.2,27.2,25.1,0.1,,
2026-09-12,Colorado,Big 12,2.1,25.7,23.1,-0.5,,
2026-09-12,Memphis,American Athletic,2.1,30.4,28.8,0.5,,
2026-09-12,Georgia Tech,ACC,1.7,25.3,24.1,0.6,,
2026-09-12,Wake Forest,ACC,1.6,23.8,22.2,0.0,,
2026-09-12,Purdue,Big Ten,1.2,26.2,25.6,0.6,,
2026-09-12,Oklahoma State,Big 12,1.1,26.1,25.4,0.5,,
2026-09-12,Air Force,Mountain West,1.1,26.6,25.6,0.1,,
2026-09-12,Michigan State,Big Ten,1.0,26.9,25.5,-0.4,,
2026-09-12,James Madison,Sun Belt,-0.3,26.0,25.9,-0.4,,
2026-09-12,NC State,ACC,-0.7,27.4,27.8,-0.4,,
2026-09-12,Wisconsin,Big Ten,-1.5,19.3,20.6,-0.3,,
2026-09-12,Tulsa,American Athletic,-2.3,25.2,28.0,0.5,,
2026-09-12,South Florida,American Athletic,-3.1,26.0,28.9,-0.3,,
2026-09-12,California,ACC,-3.4,26.6,29.7,-0.3,,
2026-09-12,Rutgers,Big Ten,-3.6,27.8,31.4,0.1,,
2026-09-12,Washington State,Pac-12,-3.7,20.5,24.0,-0.1,,
2026-09-12,Louisiana Tech,Sun Belt,-3.8,24.7,28.5,0.0,,
2026-09-12,Western Michigan,Mid-American,-4.2,19.4,23.2,-0.4,,
2026-09-12,West Virginia,Big 12,-4.4,24.1,28.6,0.1,,
2026-09-12,Stanford,ACC,-4.7,22.0,26.1,-0.5,,
2026-09-12,Temple,American Athletic,-4.9,26.9,32.2,0.3,,
2026-09-12,Louisiana,Sun Belt,-5.7,26.9,32.2,-0.5,,
2026-09-12,Georgia Southern,Sun Belt,-5.8,24.8,30.6,0.0,,
2026-09-12,Nevada,Mountain West,-6.1,21.4,27.9,0.4,,
2026-09-12,Old Dominion,Sun Belt,-6.2,20.1,25.6,-0.7,,
2026-09-12,UConn,FBS Independents,-6.3,22.7,29.6,0.6,,
2026-09-12,Oregon State,Pac-12,-6.8,21.1,27.3,-0.7,,
2026-09-12,Jacksonville State,Conference USA,-7.0,24.9,31.3,-0.5,,
2026-09-12,Hawai'i,Mountain West,-7.0,23.3,30.9,0.6,,
2026-09-12,App State,Sun Belt,-7.2,23.6,31.1,0.3,,
2026-09-12,Liberty,Conference USA,-7.2,24.0,31.0,-0.2,,
2026-09-12,Tulane,American Athletic,-7.4,19.5,27.5,0.6,,
2026-09-12,Kennesaw State,Conference USA,-7.4,22.3,29.2,-0.5,,
2026-09-12,Boston College,ACC,-7.4,22.0,29.9,0.5,,
2026-09-12,Colorado State,Pac-12,-7.5,19.2,26.6,-0.1,,
2026-09-12,Delaware,Conference USA,-7.6,25.1,32.4,-0.3,,
2026-09-12,Fresno State,Pac-12,-7.6,18.1,25.7,0.0,,
2026-09-12,Texas State,Pac-12,-7.8,30.3,38.2,0.1,,
2026-09-12,East Carolina,American Athletic,-8.1,22.0,29.9,-0.2,,
2026-09-12,Toledo,Mid-American,-9.4,17.9,26.9,-0.4,,
2026-09-12,Miami (OH),Mid-American,-10.0,17.8,28.4,0.5,,
2026-09-12,Rice,American Athletic,-10.4,18.8,29.7,0.5,,
2026-09-12,Troy,Sun Belt,-11.4,20.6,32.2,0.2,,
2026-09-12,South Alabama,Sun Belt,-11.4,23.5,34.2,-0.7,,
2026-09-12,Utah State,Pac-12,-11.5,20.9,32.0,-0.5,,
2026-09-12,Buffalo,Mid-American,-11.6,15.5,27.7,0.6,,
2026-09-12,Coastal Carolina,Sun Belt,-12.1,22.1,33.7,-0.5,,
2026-09-12,Florida Atlantic,American Athletic,-12.2,25.7,38.4,0.5,,
2026-09-12,Bowling Green,Mid-American,-12.8,15.0,28.1,0.3,,
2026-09-12,San José State,Mountain West,-12.8,19.9,32.2,-0.5,,
2026-09-12,Western Kentucky,Conference USA,-13.1,22.0,35.6,0.5,,
2026-09-12,North Texas,American Athletic,-13.2,23.5,36.5,-0.2,,
2026-09-12,Florida International,Conference USA,-13.5,20.2,33.4,-0.3,,
2026-09-12,Marshall,Sun Belt,-14.4,23.8,38.4,0.3,,
2026-09-12,Southern Miss,Sun Belt,-14.9,20.6,35.1,-0.4,,
2026-09-12,New Mexico State,Conference USA,-15.0,17.9,32.9,-0.1,,
2026-09-12,Arkansas State,Sun Belt,-15.1,21.3,36.5,0.1,,
2026-09-12,Wyoming,Mountain West,-15.2,13.7,28.3,-0.6,,
2026-09-12,Eastern Michigan,Mid-American,-15.6,17.2,32.8,0.0,,
2026-09-12,UAB,American Athletic,-16.0,21.8,37.4,-0.5,,
2026-09-12,Ohio,Mid-American,-16.4,13.2,29.0,-0.6,,
2026-09-12,Sacramento State,Mid-American,-19.1,16.6,35.7,0.0,,
2026-09-12,Central Michigan,Mid-American,-20.0,13.1,32.9,-0.2,,
2026-09-12,Middle Tennessee,Conference USA,-20.8,17.0,38.0,0.2,,
2026-09-12,Akron,Mid-American,-21.4,12.8,33.6,-0.6,,
2026-09-12,Sam Houston,Conference USA,-21.5,16.3,37.3,-0.4,,
2026-09-12,Northern Illinois,Mountain West,-22.3,12.3,34.4,-0.2,,
2026-09-12,Georgia State,Sun Belt,-22.7,18.3,40.3,-0.7,,
2026-09-12,Missouri State,Conference USA,-24.3,13.6,37.4,-0.5,,
2026-09-12,UTEP,Mountain West,-24.3,12.9,36.8,-0.5,,
2026-09-12,Ball State,Mid-American,-25.0,12.6,36.9,-0.7,,
2026-09-12,Massachusetts,Mid-American,-25.8,12.6,37.9,-0.5,,
2026-09-12,Charlotte,American Athletic,-26.0,14.5,40.0,-0.5,,
2026-09-12,Kent State,Mid-American,-27.5,12.3,39.4,-0.5,,
2026-09-12,UL Monroe,Sun Belt,-33.2,10.5,42.9,-0.7,,
